reviews,ratings,sentiments
oneplus making fake hype camera take blurry noisy picture capturing picture slower year old ipho e bad experience switching iphone oneplus sometimes apps get hanged need close app prime video sometimes show black screen play sound message showing resrtart issue fixed,2,-1
dear team dec bought mobile phone tried using phone month facing certain issue phone phone hanging much finger print work sometimes android software working properly send photo whatsapp whenever tried sending pic whatsapp phone get hanged following step taken resolve problem remains tried restarting updated software tried factory reset also tried uninstalling whatsapp reinstall samebut problem persist much annoying much unhappy faulty product either want refund product replaced whatever best suit situationwaiting positive responseregardsvipul bhardwajemail vbbhardwaj gmail comph,1,1
writing review using day camera doubt best one camera tried taking picture every light day night afternoon believe stand par others didnt want carry dslr travel hence landed fully satisfied fingerprint sensor bit slow pretty much acceptable mark phone negative side battery ran day clicked around pic saw video setup numerous app phone one time charge still ran day happy htz shifted hts performance good enough charging fastest ever seen app opening time fast impressive memory see total available memory like phone show available gb sound excellent enjoyed playing video yt savn app earphone jack bought type c converter local market pimpri pune inr job well body cover look like normal cover hold mobile tightly would change better one soon see good cover launching th october inr look superb rigid,5,1
pro beautiful display smooth like never beforeexcellent software experiencegood audio output dual speakersharp selfies front camerawarp charge super fastcons saturated photo back camers might solved future software update photo take night come dark much noise average battery lifeall con mentioned could resolved future software update might considered deal breaker,4,1
like speed built quality phonecamera amazingone fastest smartphonebut battery life suck charge time per day even playing game phonephone get heated like without usage feel year older one plus better latest released tplease buy looking good battery pack,3,1
know people giving false feedback good phone one plus price range saw people saying handsfree hard cover mobile box mentioned unboxing want tell people please watch unboxing clearly review box tech person retailer box also tech person clearly mentioned unboxing video still people asking question giving wrong feedback best best phone wrong,5,1
bought oneplus one month back exactly one month phone facing one new issue automatically switching continuous half hour continuously time reported new issue mobile temperature gradually increasing getting overheated last one month experience really good reported issue great disappointment towards oneplus team know optimizing performance camera well ui along bug improve user experience amazon team please take crap get fixed,1,1
worth buying redmi pro better con auto restart battery drainage forced charge twice day even normal usage screen smooth application restarts automatically frequent lagging issuemany note,1,1
mobile opening unable unlock say provide pin havent set pin,1,-1
used iphone last year baically problem internet sped batter life purchased new device believe really awsome lightning internet speed connectivity fast charging minute heat effect response time good anyone want buy rest assured would grt experience,5,1
took phone last week november got gb variant k delivery fast phone delivered good shape pretty much would expect oneplus build pretty premium come transparent case inside button screen sturdy looking although back screen attract fingerprint performance thing flawless bit ahead rog even though rog beat almost every field hertz display combined really defines new standard smooth update timely oxygen o standard vanilla experience although found unnecessary netflix app pre installed fingerprint reader pretty quick camera good although camera give image slightly saturated side notch much issue biggest bummer lack audio jack think bad move op phone come mm adapter buy seperately although mrp adapter enroll device op account get got mine comfortable thing use good build quality gotten issue yet pack mah battery combined hertz display drain reasonably fast use phone lot day last day half screen continuously last day complete day youtube got hr screen time issue carry charger watt wrapt charge ridiculously fast charge full little min even min charge give around one charge morning last till next day morning spare pick phone taking long use snappy clean software performance planning take phone gaming choose rog anyday performs better performance almost ton feature matter overall good phone,5,1
pro liked ui one plus super fast charging thanks w warp charge phone gamers liked hz awesome gaming experience k video recording asthetic appearance good water proof speaker quality really good come android box piece updation required liked key slider ring mute vibrate zen mode awesome thanks latest processorcon felt camery picture quality one plus really good one plus battery capacity could given mah sad audio jack always depend wireless headset adapter given least bigger screen fit pant pocket comfort could given headset along box ir blaster could provided wireless charging option,4,1
basic function operating well reability issue st clearify issue network carrierbad thing st conference call effective unable merge call switch call phone call hang sometimes clicking picture cant find photo gallery restart photo appairs gallery front camera inferior inferior qualitygood thing gb memory extend warranty year year one plus registeration web good processor honestly matter unless heavy user gamer developer,2,1
received ohone clear plastic case package contain earphone contain back cover shown many unboxing youtube video sure online purchase able get ear plug back cover case tampered package seller would good someone confirm bought salephone work like fast machine camera could bit better nightmode,4,1
phone snappy everything good many review already informing negative aspect software bug frequent app crash freeze battery life pretty average give screen time around hour moderate heavy usage camera quality average warm yellowish picture taken camera video quality averageoverall good phone oneplus need improve software update,4,1
heating issue automatically vocie mode hanging issue,1,0
bad product stopped working one day phone dead expected oneplus dissapointed,1,-1
initiated return product camera glitch replacement return initiated imei mismatch due product taken put hold status change today returned product back saying imei mismatch accept found imei carrying another product samsung bought together oneplus great negligence amazon havoc created pathetic service worse ever troubling customer reason think trained customer executive assure customer word fill survey shinning colour action take place,1,-1
since oneplus regular user one plus used one plus oneplus one plus one plus like frank one plus much much better fingure print censor doesnt work time battery drain noon pls note dont play game dont watch video much dont play song feature repeated one plus rear camera one plus much better telling one plus camera bad really good camera better one plus speed best gb ram really good overall compared average phone,3,1
initially first choice go rog phone similar price pointsbut realized paying money thing going use frequently madness course spec rog phone look like heavyweight people never used one plus first got amazon great indian festival gave discount r equal rog phone yes u get discount k stock secondly phone support sd card since made one plus cup tea difference hz hz display pay u professional gamer camera way good rog phone design made professional gamers come softwareone plus ship android box great first phone get android even pixel come battery lifei using phone past day barely charge device using hz smoother k pro hz display u get screen time around u regular user charging speed get wrap insanely fast took around min charge phone definitely best market call quality signal reception good even proper signal reception brother k pro face unlock faster fingerprint reader also improved oxygen belive u switch oxygen o clearly u never back regular user gaming often performance top notch snapdragon plus handle anything ease overall one plus offered complete packagefinally regret buying phone rog phone,5,1
looking replacement year old iphone better battery life premium brand good camera phone telephoto wide angle good picture real world demo pic every dam review online suggested oneplus pixel iphone xr want stretch budget k iphone phone camera mode watching tv show unused black screen major use case u using nikon dslr almost year occasionally want use good camera phone family picture hope purchased phone compared photo taken iphone phone sony bravia android k tv iphone photo video seemed much natural pleasant phone tried use google camera well oneplus pro mode still unable beat iphone term photo quality obviously iphone telephoto wide angle camera lower pixel rating believe iphone xr must much better quality feature mid range phone also comparable much cheaper price samsung redmi note pro realme xt similar feature whats point hyped oneplus brand also gamer phone within display much pleasant still went ahead heavy large size phone forget operate single hand seems like carrying tablet time good camera sake also mark stuck phone amazon oneplus replacement policy india company day refund policy u uk much bias towards india sell unit day since received phone anybody interested purchasing give away reasonable discount,1,1
good phone nice amoled hz display feel like gm free case screen guard box delivered fast camera strength phone inspite mp primary camera particularly night battery average heavy user everyday companion warp charger phone support vowifi airtel sim connected airtel broadband phone amongst support tgis latest feature,5,1
outer packaging opened manufacturer amazon guy sealed properly main box sealed good delivery guy called told film whenever opened safety outer packaging sealed fortunately main box good sealed yeah go well big thumb delivery guy phone review st tell battery good worry drain fastly nd camera good af rd fingerprint good quite fastdon worry guy phone beat go film repeat p p btw scratch screen beginning okay protective cover yeah one come phone yeah experience quite adventure p,4,1
mp triple rear camera telephoto lens ultrawide angle lens mp front camera k video capture fps ultrashot nightscape portrait pro mode panorama hdr ai scene detection raw image centimeter inch hz fluid amoled x pixel resolution ppi pixel densitymemory storage sim gb ram gb internal memory dual sim nano nano dual standby g g oxygen o based android v operating system ghz qualcomm snapdragon plus ai engine octa core nm processor adreno mah lithium ion battery year manufacturer warranty device month manufacturer warranty box accessory including battery date purchasebox also includes warp charge power adapter warp type c cable support usb quick start guide welcome letter safety information warranty card logo sticker case screen protector pre applied sim tray ejector,5,1
good lightning fast phone oxegen o brilliant everything need bloatware screen big clear ultra smooth due fast refresh rate rated waterproof take dunk keep going look amazing good build quality warp charge best fast charging tech take minute bad wireless charging picture bit crisp making thing look bit surreal screen fingerprint scanner fast accurate dedicated scanner last generation happens phone good fast even wearing hoodie sunglass pick overall would recommend phone people watch lot video play lot game run multiple apps often people take lot selfies care absolute best camera market,5,1
received phone hr ago initial impression dilemma rog since game styling bit loud taste went ahead classic beauty spite battery life obvious advantage pro awesome built quality like hand feel phone possible comfortable though use one hand ur hand r big enough screen amongst best seen used used super amoled samsung previously screen guard pre installed feel need remove hinder fingerprint input via touchscreen software total gem clean bloatware whatsoever personally like alert slider quite handy performance buttery smooth ram management done well apps stay memory time tried apps open time since play game sort test speaker good loud enough clear time camera mixed bag good enough social medium lil bit editing u take real good pic expect top tier level quality maybe photo buff consider different phone great camera charging speed beast nothing else come close con lack headphone jack real bummer especially since bluetooth headset sony mdr xb bt seem connect matter try gesture hit miss moment maybe improve time far enjoying software button typing message u accidentally type home button lead home screen make typing experience really annoying sticking gesture one battery life could problem using hz mode received within hr battery dropped hz cool reverted back hz refresh rate see much battery performance improves test following day decide based result early initial impression maybe update couple week time detailed review enjoy device,4,1
honestly moved oneplus oneplus like android phone due ui love stock android camara awesome especially macro modei expecting great battery still good compared amd iphone camerasas moved buy type c jack little frustratingcoming featuresdesign reduced notch premium glass back camera bumpperformance latest greatest hardware smart optimisationsos smooth android experience oxygen osdisplay butter smooth hz amoled display treat eyebattery fastest charging ever seen slight le capacitycamera overall good output camera amazing macro mode miss detail mess color sometimesaudio clear loud quality outputconsno headset jack buy mentioned aboveone plus even provide mm type c converter either dissapointed camera design could made better feel better compared apple received one plus day back describing experience day firstly kudos amazon quick delivery excellent packaging coming mobile first impression amazing smooth fast come amoeld display stunning camera amazing battery backup also good took min charge among first buy phone without prime membership posting review week using phone compare flagship first one range loved hz display fingerprint reader also quite good lagging issue till battery backup good excellent higher frame rate man charging speed much wonderful totally amazed first camera quality good colour sensing need improvement bit warm natural see photo provided one without adjustment one warmth reduced bit speaker loud produce decent sound checked selfie camera video recording till thanks amazon oneplus,5,1
first please judge using op good phone made almost year got month launched beast back even compete lot present phone saying coming back really amazed holding phone hand much much much better real life pic video really slim great build quality amazing design personal preference button great good vibration motor display amazing say absolutely smoooooth hz refresh rate although yellowish tint viewing angle okayish face detection fingerprint scanner point charging super fast overall functioniong also really fast snappy great phone price point happy amazon took almost week package reach top came plastic packaging without even bubble wrapping phone box suggest record unboxing avoid problem,5,1
nothing positive write phone except camera battery drain quickly using nokia battery lasted sometime day nothing changed battery drain within half day couple update already happened change response average overall bad decision spending much money use resale value,3,-1
rating one plus phone poor selfie camera sound quality poor battery powerful speaker sound irritatingsuggestion camera high resolution sony cmos carl zeiss lense onboard digital analog processor required bit hi re sound support must use es sabre digital analog processor mah battery required use bang olufson speaker onboard amplifier use fiio technology sound smooth laidback zero ear fatigue,4,1
hard core android fellow except ipad never entered apple ecosystem used almost different android phone past year right cheapest xiaomi costly galaxy series oneplus always fascinated since launch however always gave preference brand value user review neglected quiet time advent hz refresh rate phone amoled seriously resist buy phone first week launch review using monthprosscreen size crispy displaywarp charge think best part super snappy every thing smooth fast described captionbuilt quality design pretty practical upto mark flagshipconsbattery life even moderate usage u plug day next day early morningautoadaptive display pain never adjust per ambient lightbig size suited small hand definitely ladiescamera like elephant tooth good nothing last phone single camera edge beat camera light conditionsgestures also function poorlyso conclude really happy phone compared flagship oneplus niche cheap flagship opinion directed towards money making rather listening consumersi would suggest people buy xiaomi flagship insteadsry never ending review,3,1
fastest phone ever laid hand never thought speed would make difference mid range phone good day making flagship phone le attractive phone fast make extra money put worthwhile phone good year easily spec power directly upgrade phone good foldable year stock camera disappoints sometimes certain scenario gcam come rescue blindly open stock cam urgent situation keep use whichever think suit situation minor problem phone also fingerprint reader perfect suggest registering finger twice improve result otherwise everything perfect screen battery life performance speaker charging speed ui hand feel touch response price cherry cake know people still buying note pixel phone everything half price pixel honestly liked software oneplus better clean gb enough people k phone steal first time oneplus doubting brand phone come year warranty free pick drop service issue kind focus brand putting worry reliability,5,1
camera averagebattery max day full use charge full within mindisplay smooth wont see noticeable difference hzperformance great o awesome best one ever dat usedandroid exciting featuresbuild except tripple camera circle rest goodop provides accessory great premium better reliable generic accessory expensive affordableoverall considering aspect price battery displar performance etci went brand name somewat premium build mainly awesome oxygen o,5,1
day feel premium every aspect missing mm jack else great masterpiece day entire trust one plus shaken see bug day old phone able answer make call lot latency fingerprint sensor also accessing drop function requested replacement utter disappointing find device malfunctioning embarrassing n problematic could answer call work important one plus completely let much better mi believe,1,1
loving new op using since day cent look feel amazing hold grip fine proccessing fantastic truly one best multitasking smart phone never better display impecible hz give whole new smooth browsing experience night mode really help eye long usage camera one best feature sure mean great image quality macro mode winner loved battery lower side hey wrap charger fast u mind much min charge good go feel magical fast charge oneplus could given basic accessory box like headphone convertor buy separately amazon delivery got late day okay felt like tease overall best get price go oneplus,5,1
using oneplus device since year starting oneplus experience gained oneplus fabulous currently holding best device market price premium feature le price fingerprint security use fingerprint see delay working great camera use triple camera similar pro best price software know oneplus known software oxygen o closed stock highly customised wake screen holding phone switch call bluetooth earpiece putting phone ear double wake sleep many thank oneplus making wonderful phone oneplus,5,1
love device performance speaker camera quality much better compared oneplus fingerprint reader serious issue recognize finger despite registering multiple time apps require f p sign work well indicates maybe f p scanner fine oxigen o bug downloaded amazon diagnosis software detected phone working well still satisfied f p scanner work scan,4,1
pro premium design glass metal build look awesome feel premium hand oxyzen o prime reason switched poco f oneplus certainly disappoint absolute joy use device due clean almost stock andriod experience nice customisations speaker dual stereo speaker top notch quality never use maximum output still louder flagsip device hertz refresh rate another deal maker utterly smooth hertz refresh rate best thing oneplus devise use believe camera better expected rear facing camera produce crisp detailed picture daylight lowlight condition selfie camera also good screen sensor fluid amoled screen treat eye sensor working blazingly fast like fingerprint sensor face unlock missing ir blaster con battery life battery life great last day moderate use warp charger fill juice blazingly fast deal breaker camera bump although design solid cool slight tilt u keep phone flat surface due camera bump overall amazing allrounder phone oneplus close eye buy u want premium device mid range price p purchased thru amazon prime got sbi disc,5,1
display glorioussuper fast charging take one hour thanks warp charge tabout hz display atleast see difference hz hzsuperb camera oxygen o smooth fast battery last one full day even play gamesafter go,5,1
oneplus excellent device different oneplus could named instead beat oneplus pro read pro mids con verdict pro positive design oneplus looking premium time mastered design piece earlier camera bump ugly look beautiful due circular placement look premium due matte finish well suited kind people weight thickness device feel heavy due balanced weight management easy handle due slim mm thickness processor device host world fastest processor snapdragon chipset processor everything butter smooth always flagship area ui smartphone user interface simple powerful oneplus device oxygen ui always king uis battery optimised latest oxygen latest android provides nice battery backup sound along loudness dolby atmos degree revolving sound effect really excellent clarity amazing ram ram management always good oneplus device one need worry oxygen o handle ram even base variant come gb time dash charger oneplus master technology past many year continues still world best technology charger segment brand provide kind advanced fastest charger alert slider alert slider smooth series one love use alert slider even necessary fingerprint sensor world fastest display fingerprint scanner say brightness oneplus brightness compared excellent vibration motor oneplus promised series vibration motor strong really feel rattling sound even tested highest intensity haptic feedback really amazing feel storage thanks ufs storage technology faster data transfer screen guard last time user complained applied screen guard bubble speck dust misplacement etc time think taken special care excellently applied without issue camera though camera quality good oneplus device provide simple interface feature mids neutral display multiple oneplus device family oneplus display color calibration good compared oneplus pro even oneplus little surprised tried adjust color calibration manually many way never got color like pro feel red magenta lacking device think may fix update however please note identified everyone since work multimedia segment easily catch difference hence putting display con mids considering average neutral case provided tpu case nice look like give strong protection even fall case glossy shiny device matte use glossy case pop selfie camera provided device thickness increase provided display personally prefer device thickness rather popup left individual hence categorized mids section con negative navigation gesture much surprised see oneplus removed option go back previous screen swiping bottom right top one go back previous screen swiping right left left right like mi device bottom right top like earlier think add feature coming update guess default feature new android color option know plan oneplus come color color scheme release always frustrating released two color blue silver silver available gb variant frustrating day frustrate old buyer release one beautiful color like oneplus releasing mirror blue oneplus pro almond white one buy beginning frustrated even one buy later also frustrated month next version oneplus get released think intelligent strategy oneplus regarding thing like samsung apple manufacture old device even year samsung still current j still current apple old iphones current verdict due many pro really like rate device star definitely upgrade replacement oneplus pro oneplus pro premium curved edge qhd display excellent color calibration definitely complete upgrade oneplus user recommend everyone ever think buy k chipset device thinking cheaper compared oneplus compared brand blindly go,5,1
read lot review phone decided buy bought within minute post launch expectation high week since got phone phone fulfill expectation let discus pro con section pro oxygen o fluidic ui experience widget really precise upto point camera super macro specification paper really make wonder primary camera front camera best class snapdragon multitasking worry gaming worry webex meeting worry guy handle everything lightening fast processor hz refresh rate fluidic display another feature merely paper feel smoothness display hdr video bliss watch hz design design phone premium personally liked circular camera socket make phone look like beast complementary pouch silicon pouch provided phone best quality enhances look phone friosted silver look well transparent cover con battery come mah regular usuage battery last day hour one plus come mah battery fingerprint scanner feel finger print scanner fastest however face unlock lightening fast almost delay overall oneplus known providing best user experience taken mile ahead launch oneplus despite fact oneplus real value money compensated user expectation would say best flagship phone processor go guy,5,1
writing review almost using product month camera processor everything nice facing two issue battery drainage heating charge twice hour keep brightness almost minimum usage g listening music via non bluetooth earphone case connect bluetooth earphone battery drainage even quicker avoid video calling noticed phone start heating heavily avoid using phone charging noticed heavy heating issue well completely understand,4,1
best class premium smartphone display performance awesome core wrap charge enough charge phone upto min triple camera give excellent image job even low light condition display fingerprint scanner perfect faster like physical scanner oneplus user used brand well finally back oneplus except battery everything top notch improved upcoming software update second thought book phone,5,1
start phone nice touch feel continue usage multiple issue thing felt good earlier would also feel useless gaming experience good pubg sometimes touch would work like trying shoot respond shoot cod many time avatar get stuck game respond touch continuous gaming heating pretty much experienced oneplus also gaming experience also better coming network notification observed network quality le ignoring say provider issue observed using phone receiving notification pick phone use something invokes internet start getting notification message coming look matter expensive phone going cover cover better protection make bulky good,1,1
phone oneplus upgraded year old oneplus loving phone much screen one word wow excellent price point battery life get throgh day percent juice left moderate usage charging speed unreal go full within min max speaker great loud fingerprint sensor awesome pretty fast face unlock quite responsive oxygen o love gaming performance flagship level par top phone market camera excellent take awesome shot nightscape fantastic much appreciated get regret,5,1
best oneplus upgrade first experience oneplus family happy choice old device xiaomi oneplus happy oxygen o display especially haptics improved bitterly smooth hz display pro best display best speaker price rear camera awesome best haptics good mobile connection best operating system top chip processor sd best night mode shotcons headphone jack wireless charging live emoji feature camera overall would rate best choice k oneplus strike,5,1
first day using though feature available flagship phone much cheaper price went ahead oneplus thanks flawless experience op year coming performance phone standout aspect would hz refresh rate phone seems run much smoother competitor aspect would camera obviously dash charging definitely improved oneplus aspect ratio screen perfect feel phone heavier previous one used issue update week explore phone still early give definitive review phone far loving phone believe oneplus delivered yet,5,1
two primary driver poco f nokia plus comparision primarily two performance one word snappy display gorgeous hz refresh rate clearly noticeable battery criticised aspect phone well let tell u bad believe got hr screen time remaining yes u read right believe lol screenshot battery usage see technically could easily churned hr screen time used till battery confusing almost every reviewer youtube even user review quoted maximum hr sot max let share tip feel might helped case first setup phone migrate data n apps old phone copy nearly apps nokia plus instead copied contact message n synced setting google account clean installed apps use regular basis e odd apps sure feel could helped improving battery life always keep location n g data always wifi available camera people compare phone n camera apple google samsung flagship fail understand phone cost almost double phone camera take brilliant pic good light low light lighting condition u throw camera lot good viewed isolation n lil bit inferior compared side side iphone pixel also u get wide angle camera missing pixel camera good enough social medium uploads conclusion best phone overall n vfm mile u game lot get rog bigger battery everyday driver normal usage best,5,1
camera quality bad using better camera resolution low every photo kind washed refund really sad purchase,2,-1
using oneplus month providing general feedback experienced write pro con reference pro fps feel sure fluid amoled display pretty good camera compare samsung series price latest processor o security updatescons battery fps display camera great however last day also give option choose fps save battery juice hugh camera bump avoid phone prefer use phone case cover slippery con since phone slippery go rd best android device market next asus rog oneplus pro definitely find phone worth month sure,5,1
camera clearity poor speaker defective making weird noise similar raditiation sound overall worthless spend k even ready refund,1,-1
phone come super cool camera never disappoints great display dual speaker super smooth performance great gaming experience thing disappoints little battery give day full moderate use one full charge take around hour wrap charge rating camera performance display speaker gaming connectivity charging speed battery overall user experience,4,1
pro sometimes better camera quality oxygen o best builtin quality best stock android never ever seen phone like apple samsung smooth like baby skincons battery life inconvenient software bug time watching youtube suddenly hanging camera quality upto mark notification light pro model contained horizon light recent release miui contained provide horizon light mi phone oneplus think like pathetic camera circle much bigger protection scratch nugetsthanks amazon late deliverythanks oneplus update software bug consider customersthanks oneplus community,4,1
week phone buy willing make many compromise basic function like copy contact existing contact work software given review clearly see sponsored voice muffled lot time clarity sharpness find hard establish connection network call drop frequent sure network become poor short time bought oppo phone leaving camera much better phone mediatek processor r complete waste horrible phone fall hype reviewer good phone price oxygen o oxygen,2,1
one plus fan initially bought one plus appalled battery life phone heating made complaint one plus customer care next day received update since phone heating battery life become significantly better still scope improvement herethe finger print reader camera could better acceptable overall happy thrilled earlier phone one plus customer care number number caller better chance improvement,4,1
extraordinary phone price better phone range android world use facial id surprise hell,5,1
penning review extensive use around day coming oneplus user pleasant upgrade gb ram gm storagethe main usp phone display wrap charger ultrafast performance would never hang despite innumerous apps game however see couple apps crashed time antutu score around l impressive coming battery phone arrived pc took close min tomfull charge wrap charge moderate heavy usage battery last entire day dash charger take little longer fast enough hardly observed heating issue multiple apps open biggest let though camera immediately opening phone box configuring came ota update mainly camera took shot extensively used last day shot normal exceptional including much advertised macro mode nightscape mode though exception auto camera setting saturated red yellow warm real view big screen hope oneplus team update camera eventually purely sw related since hardware paper great capable shooting exceptional photo said today camera equivalent phone k k range compared came better occasion similar lighting u truly looking great camera go though front camera much better photo came naturalhowever u trust oneplus communtiy n developerslike phone simply amazing screen performance battery stock android like experience icing cake buttery smooth feel without lag whatsoever good luck,4,1
pro never seen buttery smooth amazing display good camera setup triple camera actually useful great battery life hour screen time decently fast warp charginggreat speaker good loudness also little bit bass great detail build quality amazing could wish run without case feel amazing hand con charging could faster faster majority phone considering take around min whilst realme min cost cheaper camera bump maybe prone scratch noticed tiny scratch circular lens heaphone jack cant plug headphone bluetooth headphone still way catch wired headphone miss headphone jack big phone difficult impossible maneuver one hand detailed consensus display amazing seriously hz wasnt impressed beginning expected month period looking mom oneplus screen feel sluggish conventional display seems outdated realised brilliance tech work provide best experience without even noticing became really fast responding touch gaming work upto hz atleast experience pubg great fps camera also good wide angle shot best u need get one giant family picture portrait shot look like professional dslr shot post social medium nightscape work decent segment caveat white balance seemes inconsistent among three camera harsh lighting condition probably imporved software update battery life excellent imho hour easily moderate usage even u game hour end atleast get around atleast half hour screen time however small bug quick launch fingerprint keep deselecting contact selected gallery seems problem sometimes sending medium whatsapp bug honesty apple io right lot come software o best fork android spending couple grand justifiably worth use ingenuity go unnoticed make everything simpler overall great phone planning use long time think twice,5,1
writing using phone one month got due weight headphone jack thinking return day became use weight lesser one plus pro least screen touch superb hz awesome brightness camera quality good macro mode good feature colour also nice still struggling get good decent cover price superb previously using one plus loyal user one plus battery life good warp charging add within min percent good purchase must buy price thanks amazon oneplus,5,1
absolutely worst product heating badly minute amazon promise return replacement refusing principle recommend share actual performance next day mentioned pre applied screen protector missing phone delivered,1,-1
review ine week usuage design design gorgeous glacier blue colour gradient finish back camera module somewhat personal prefercence phone looking exactly back side give different look personally really like camera island type design screen screen full hd amoled hz refresh rate screen gorgesous look medium content look amazing u start using hz refresh rate dificult go back normal hz refresh rate something experience cant explained camera triple camera set job main sensor mp sensor take great shot daylight natural light ultrawide lens great taking wider view superb addition main camera portrait shot good depth good job separating object background best feature macro mode take great macro shot subject close two inch food blogger love feature performance fast performance fast u throw anything doesnt lag multitasking butter smooth battery battery decent get almost one full day around hr heavy usuage charging super fast plug u get almost half hour price point phone top notch spec delivers performace thats expected asus rog phone near case better phone orice dat game centric phone may everyones cup tea last word u market new one k price bracket want flagship feature great performace software experience round performibg camera go phone,5,1
received one plus today give updated review week use today experience firstly kudos amazon quick delivery excellent packaging coming mobile first impression amazing smooth fast come amoeld display stunning camera amazing battery backup also good took min charge pro camera battery display performance speed gaming experience consno headset jack camera design could made better feel better compared apple pro overall one plus prof best mobile right go,5,1
powerful great display camera typical oneplus tend overprocessing especially colour reproduction edge sharpness edge object sharp slight oil paint effect oversaturated colour bright light software update fix portrait mode give great blurred background battery life good moderate use get one full day switch hz comfortable day adaptive brightness flawed right fixed bug fix assuming oxygen o always great dolby atmos sound great thing point many thing pointing complaint frosted silver gb,5,1
oneplus ti really know long enjoying phone know gon na bring successor le price better feature maybe month month know one talking either everyone filthy rich mind idk op need understand sure due really gon na lose market although fault phone op phone best rn league go advice everyone always wait,4,1
first congratulation oneplus great product writing month use let u discus product good display quality great fingure print response wonderful camera easy screen shot option great packaging fast charging built cover good noticed main problem battery life using mobile data wifi draining fast need improved product overall good,3,1
oneplus dream since oneplus finally purchased oneplus believe great never regret buying super fast great capable camera stereo speaker fantastic would recommend go frosted silver company also promoting glacier blue everyone taking blue frosted silver far far better blue look like funky decent colour go silver black sandstone oneplus protective case look great frosted silver guy trust thing many negative review regarding amazon purchasing contacted customer care assured case problem phone replaced faced problem check box sealed otherwise ask replacement many people facing issue including turn wifi finish setup today got rod simply turning wifi closing mobile data clicking start following procedure go deleting cache memory,5,1
best part phone gorgeous display hz refresh rate make super smooth joy scroll around open apps coming camera defnitely versatile oneplus still great battery life decent fast charging make plug min good day definitely worth price thing wary huge camera bump back outer glass scratch resistant confirmed oneplus customer care executive,4,1
seriously flagship killer smartphone quite impressed performance quality smartphone love battery optimization dash charging technology device save lot time spend older samsung device term performance love performance never feel lag speed playing high end game device sharing much detail want share much impressed performance phone using brand device feel complete package mobile,5,1
upload photo soon ordered th september delivered day ahead today simply mesmerized honest device overall performance please go youtube review box content cause reality get phone packed box earphone included purchase although mentioned description buying pro stunning camera delivers awesome quality upload shot soon slow vid k fps two major plus sign wide ultrawide shot amazing along macro yet explore screen super smooth navigation simply effortless typing response best ever experienced color balance set per preference weight build quality premium defines phone flagship buster ordered blue one quite effect silicone case included thin screen protector film already applied case usual cheap stuff good one dolby atmos using dolby atmos year tell must people deeply rooted music con device con term look performance build quality however expected bit louder speaker output phone without cover quite slippery easily fall extra careful new baby overall satisfy expectation great limit considering fact never oneplus guy first,5,1
using one plus since one plus found best phone purchase recently observed battry draining fast even keep net connectivity camera feature equivalent recently got beta version good feature please think buy,2,1
writing review using device month pro super smooth everyday performance hiccup anywhere enough battery life light medium usage versatile camera setup wide tele macro regular update oneplus oxygen o right mix stock android added feature speaker display good con oneplus cheaped providing proper cooling solution phone vapour chamber copper heat pipe instead using aluminum frame device heatsink mean play pubg codm longer time phone heat left side making difficult hold device hand use case feel much heat get efficient cooling recommend phone long session gaming phone lack proper cooling solution battery life average best heavy usage edit got faulty display green purple tint,3,1
phone couple day still getting used amazon delivered phone day kudos upgraded op due bargain price offer mixed feeling phone good phone go thought length feel bigger taller heavier hand compared sincerely wish someone start making flagship phone smaller form factor screen guard rugged case box plus mm come order one fan bluetooth headset one thing remind charge op launcher feature rich gone back nova prime yet tried backup restore op switch mixed result restore apps st time asked restore midway reinstalling apps camera good take getting used allow choosing megapixel size explicitly longer overall step term spec mixed feeling comparing op,4,1
looking phone great display fast charging great camera smooth performance oneplus phone go oneplus always offering great display fast charging great smooth performance launch oneplus really improved camera quality triple camera setup certainly help capture great photo truly impressed portrait ultra wide mode nightscape mode ignore back camera bump circular setup fantastic phone strongly recommend,5,1
phone awsome fast way expensive compared quality feature provided like color paying k product atleast expect good color atleast give basic black option removing star type c headphone provided phone ofcourse bad color option instead ugly phone case provided phone would rather prefer cheap type c headphone,4,-1
amazing phone color look lovely camera quality simple superb dolby digital sound add beauty music triple camera fantastic feature,5,1
reviewing phone month usage pro camera quality superb warp charging boon full battery get drained charge fully min u believe work consistently battery saver turned battery come day basic usage call whatsapp browsing speaker audio quality goodcons realize hz refresh rate improves speed performance find difference mi phone usb c port earphone buy bluetooth earphone unreliable c port connector double tap wake screen working people handle phone carelessly rough handle,4,1
